flight_id,drone_id,battery_id,launch_timestamp,duration_min,destination_hospital,destination_district,dest_lat,dest_lon,distance_km,payload_g,blood_product,weather,outcome,battery_pct_end
FLT-00302,ZIP-23,BAT-1342,2023-11-24 02:24:19,87.6,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1533,Packed Red Cells,Overcast,Delivered,37
FLT-00303,ZIP-15,BAT-1321,2023-08-23 12:20:11,90.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1015,Fresh Frozen Plasma,Partly Cloudy,Delivered,36
FLT-00304,ZIP-18,BAT-1385,2023-09-28 03:28:33,140.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1004,Fresh Frozen Plasma,Foggy,Returned - Weather,25
FLT-00305,ZIP-10,BAT-1563,2023-03-19 20:16:17,113.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1689,Platelets,Foggy,Delivered,63
FLT-00306,ZIP-23,BAT-1868,2023-06-20 12:41:46,39.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1578,Platelets,Clear,Partial Delivery,26
FLT-00307,ZIP-22,BAT-1433,2023-04-28 20:36:17,136.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,351,Platelets,Partly Cloudy,Returned - Technical,56
FLT-00308,ZIP-11,BAT-1556,2023-08-15 08:54:27,100.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,936,Whole Blood,Foggy,Partial Delivery,24
FLT-00309,ZIP-11,BAT-1627,2023-09-13 15:17:29,37.9,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1353,Platelets,Partly Cloudy,Returned - Technical,66
FLT-00310,ZIP-17,BAT-1264,2023-11-06 11:24:41,86.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1245,Packed Red Cells,Clear,Delivered,46
FLT-00311,ZIP-10,BAT-1353,2023-06-02 03:38:04,86.3,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1188,Whole Blood,Foggy,Returned - Technical,36
FLT-00312,ZIP-14,BAT-1963,2023-12-24 18:07:29,105.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,913,Fresh Frozen Plasma,Clear,Partial Delivery,39
FLT-00313,ZIP-24,BAT-1448,2023-11-01 19:55:34,99.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,853,Whole Blood,Light Rain,Delivered,37
FLT-00314,ZIP-30,BAT-1351,2023-11-11 21:28:48,27.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,423,Packed Red Cells,Clear,Partial Delivery,65
FLT-00315,ZIP-23,BAT-1573,2023-07-20 15:24:42,34.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1146,Packed Red Cells,Partly Cloudy,Delivered,69
FLT-00316,ZIP-16,BAT-1628,2023-09-02 19:47:29,99.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1120,Platelets,Light Rain,Returned - Weather,42
FLT-00317,ZIP-12,BAT-1720,2023-10-01 22:36:43,23.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1382,Whole Blood,Overcast,Partial Delivery,69
FLT-00318,ZIP-18,BAT-1116,2023-03-14 20:35:31,112.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1573,Platelets,Partly Cloudy,Delivered,51
FLT-00319,ZIP-21,BAT-1356,2023-05-02 23:08:16,139.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1137,Packed Red Cells,Foggy,Delivered,70
FLT-00320,ZIP-20,BAT-1137,2023-10-02 10:17:18,141.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,441,Packed Red Cells,Foggy,Returned - Weather,37
FLT-00321,ZIP-23,BAT-1397,2023-03-13 08:05:54,24.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1421,Packed Red Cells,Partly Cloudy,Returned - Weather,54
FLT-00322,ZIP-15,BAT-1953,2023-06-14 13:00:26,99.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1336,Packed Red Cells,Foggy,Returned - Technical,49
FLT-00323,ZIP-10,BAT-1367,2023-02-24 17:39:30,84.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1192,Packed Red Cells,Light Rain,Returned - Weather,30
FLT-00324,ZIP-24,BAT-1425,2023-08-07 08:19:27,101.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1200,Packed Red Cells,Light Rain,Delivered,23
FLT-00325,ZIP-18,BAT-1033,2023-01-13 05:38:33,115.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,660,Fresh Frozen Plasma,Partly Cloudy,Delivered,28
FLT-00326,ZIP-13,BAT-1586,2023-08-08 22:14:39,103.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,748,Fresh Frozen Plasma,Light Rain,Returned - Weather,52
FLT-00327,ZIP-30,BAT-1104,2023-10-23 09:45:06,27.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1738,Packed Red Cells,Foggy,Delivered,37
FLT-00328,ZIP-13,BAT-1886,2023-06-24 21:48:33,23.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1788,Packed Red Cells,Clear,Delivered,31
FLT-00329,ZIP-14,BAT-1630,2023-08-17 13:50:52,140.4,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,623,Packed Red Cells,Foggy,Returned - Technical,69
FLT-00330,ZIP-15,BAT-1551,2023-08-10 15:28:40,24.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,862,Fresh Frozen Plasma,Overcast,Returned - Weather,36
FLT-00331,ZIP-23,BAT-1138,2023-04-15 01:49:04,116.8,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,321,Fresh Frozen Plasma,Foggy,Returned - Technical,59
FLT-00332,ZIP-20,BAT-1728,2023-09-30 15:46:08,39.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,706,Platelets,Partly Cloudy,Delivered,49
FLT-00333,ZIP-12,BAT-1648,2023-08-13 11:59:45,37.6,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1025,Fresh Frozen Plasma,Light Rain,Delivered,62
FLT-00334,ZIP-12,BAT-1002,2023-06-26 20:04:14,90.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1696,Platelets,Overcast,Returned - Weather,58
FLT-00335,ZIP-22,BAT-1547,2023-09-29 01:12:15,137.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,646,Platelets,Clear,Partial Delivery,70
FLT-00336,ZIP-28,BAT-1560,2023-07-12 09:04:39,34.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,467,Platelets,Overcast,Delivered,68
FLT-00337,ZIP-30,BAT-1101,2023-12-14 12:07:31,88.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1141,Whole Blood,Clear,Delivered,25
FLT-00338,ZIP-14,BAT-1931,2023-06-21 15:04:59,36.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1531,Fresh Frozen Plasma,Light Rain,Delivered,28
FLT-00339,ZIP-30,BAT-1380,2023-02-06 11:59:30,87.9,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,538,Whole Blood,Overcast,Delivered,43
FLT-00340,ZIP-12,BAT-1671,2023-04-29 21:33:09,140.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1641,Whole Blood,Partly Cloudy,Delivered,18
FLT-00341,ZIP-10,BAT-1455,2023-07-05 10:09:38,33.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,216,Fresh Frozen Plasma,Foggy,Delivered,70
FLT-00342,ZIP-17,BAT-1072,2023-12-01 08:57:09,25.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,984,Whole Blood,Partly Cloudy,Delivered,64
FLT-00343,ZIP-14,BAT-1391,2023-02-10 07:54:28,24.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1513,Packed Red Cells,Overcast,Delivered,22
FLT-00344,ZIP-16,BAT-1359,2023-08-08 00:15:16,109.2,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1486,Packed Red Cells,Partly Cloudy,Delivered,44
FLT-00345,ZIP-13,BAT-1918,2023-09-24 21:15:37,112.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,486,Whole Blood,Partly Cloudy,Delivered,55
FLT-00346,ZIP-18,BAT-1253,2023-05-30 09:26:12,137.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1520,Whole Blood,Light Rain,Delivered,33
FLT-00347,ZIP-10,BAT-1707,2023-08-22 15:43:02,114.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1548,Fresh Frozen Plasma,Foggy,Delivered,31
FLT-00348,ZIP-17,BAT-1802,2023-08-24 22:58:06,113.2,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1213,Platelets,Light Rain,Delivered,25
FLT-00349,ZIP-10,BAT-1910,2023-07-14 06:26:48,37.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,939,Fresh Frozen Plasma,Clear,Returned - Weather,26
FLT-00350,ZIP-25,BAT-1176,2023-12-01 13:22:04,104.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1777,Whole Blood,Light Rain,Delivered,19
FLT-00351,ZIP-11,BAT-1944,2023-01-27 11:26:57,109.3,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1015,Fresh Frozen Plasma,Partly Cloudy,Delivered,58
FLT-00352,ZIP-27,BAT-1655,2023-07-14 20:06:53,141.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1301,Packed Red Cells,Light Rain,Returned - Technical,35
FLT-00353,ZIP-27,BAT-1159,2023-05-01 14:32:29,22.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,869,Platelets,Partly Cloudy,Partial Delivery,55
FLT-00354,ZIP-23,BAT-1715,2023-10-24 15:45:52,141.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1694,Packed Red Cells,Clear,Delivered,21
FLT-00355,ZIP-29,BAT-1626,2023-02-03 17:33:41,40.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,312,Fresh Frozen Plasma,Clear,Delivered,60
FLT-00356,ZIP-14,BAT-1724,2023-09-13 19:29:33,140.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1636,Whole Blood,Clear,Delivered,28
FLT-00357,ZIP-14,BAT-1380,2023-05-15 21:31:33,101.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1735,Fresh Frozen Plasma,Overcast,Delivered,64
FLT-00358,ZIP-18,BAT-1439,2023-10-27 20:15:05,28.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1272,Whole Blood,Overcast,Partial Delivery,34
FLT-00359,ZIP-25,BAT-1056,2023-08-13 04:46:59,139.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1360,Packed Red Cells,Light Rain,Delivered,41
FLT-00360,ZIP-26,BAT-1233,2023-04-10 07:51:15,38.8,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,205,Whole Blood,Foggy,Returned - Technical,72
FLT-00361,ZIP-14,BAT-1942,2023-04-06 05:23:05,22.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,566,Whole Blood,Overcast,Delivered,53
FLT-00362,ZIP-23,BAT-1254,2023-10-15 21:30:21,140.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1675,Fresh Frozen Plasma,Partly Cloudy,Delivered,35
FLT-00363,ZIP-17,BAT-1183,2023-08-11 05:06:04,24.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1256,Whole Blood,Foggy,Returned - Technical,43
FLT-00364,ZIP-19,BAT-1865,2023-12-07 20:09:02,25.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,870,Whole Blood,Overcast,Partial Delivery,53
FLT-00365,ZIP-19,BAT-1803,2023-01-04 08:16:41,100.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1714,Packed Red Cells,Overcast,Returned - Weather,47
FLT-00366,ZIP-27,BAT-1922,2023-08-19 00:57:33,90.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1757,Packed Red Cells,Partly Cloudy,Returned - Technical,27
FLT-00367,ZIP-30,BAT-1354,2023-12-29 08:34:29,24.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1620,Whole Blood,Partly Cloudy,Returned - Weather,39
FLT-00368,ZIP-26,BAT-1210,2023-10-22 23:43:56,26.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,687,Platelets,Overcast,Delivered,49
FLT-00369,ZIP-17,BAT-1943,2023-02-25 13:01:01,27.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1264,Platelets,Clear,Delivered,62
FLT-00370,ZIP-26,BAT-1097,2023-06-28 07:08:18,90.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,473,Platelets,Clear,Returned - Weather,22
FLT-00371,ZIP-18,BAT-1298,2023-08-09 18:28:22,109.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,845,Platelets,Partly Cloudy,Delivered,62
FLT-00372,ZIP-16,BAT-1076,2023-05-07 22:53:06,137.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,478,Whole Blood,Overcast,Delivered,27
FLT-00373,ZIP-27,BAT-1123,2023-03-06 02:05:09,25.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,933,Packed Red Cells,Overcast,Delivered,46
FLT-00374,ZIP-19,BAT-1161,2023-06-30 04:42:11,84.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1643,Whole Blood,Clear,Delivered,31
FLT-00375,ZIP-26,BAT-1405,2023-02-27 20:28:40,83.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,300,Fresh Frozen Plasma,Partly Cloudy,Delivered,34
FLT-00376,ZIP-13,BAT-1255,2023-01-13 07:42:21,40.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1146,Whole Blood,Light Rain,Returned - Weather,69
FLT-00377,ZIP-22,BAT-1202,2023-02-17 10:01:35,32.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,962,Whole Blood,Partly Cloudy,Delivered,55
FLT-00378,ZIP-16,BAT-1066,2023-04-11 18:22:59,116.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1522,Platelets,Clear,Delivered,69
FLT-00379,ZIP-24,BAT-1043,2023-02-05 23:18:10,39.8,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,303,Packed Red Cells,Overcast,Delivered,54
FLT-00380,ZIP-15,BAT-1436,2023-11-16 08:39:46,103.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,924,Packed Red Cells,Light Rain,Delivered,29
FLT-00381,ZIP-29,BAT-1628,2023-04-19 22:26:00,86.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1463,Packed Red Cells,Partly Cloudy,Delivered,59
FLT-00382,ZIP-22,BAT-1286,2023-07-14 00:00:24,85.9,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,481,Platelets,Foggy,Returned - Weather,30
FLT-00383,ZIP-27,BAT-1821,2023-12-10 19:33:32,141.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,239,Platelets,Partly Cloudy,Returned - Technical,68
FLT-00384,ZIP-20,BAT-1514,2023-05-20 17:10:02,138.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,995,Fresh Frozen Plasma,Light Rain,Delivered,29
FLT-00385,ZIP-18,BAT-1797,2023-05-05 02:09:15,26.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,319,Platelets,Clear,Partial Delivery,51
FLT-00386,ZIP-17,BAT-1102,2023-10-26 01:29:13,87.3,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1545,Packed Red Cells,Partly Cloudy,Delivered,35
FLT-00387,ZIP-17,BAT-1970,2023-11-14 06:19:44,115.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1379,Platelets,Clear,Partial Delivery,40
FLT-00388,ZIP-21,BAT-1755,2023-03-10 15:22:27,34.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1411,Whole Blood,Overcast,Partial Delivery,63
FLT-00389,ZIP-25,BAT-1192,2023-05-17 19:54:54,142.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1310,Fresh Frozen Plasma,Foggy,Delivered,29
FLT-00390,ZIP-10,BAT-1224,2023-01-15 23:50:51,98.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1278,Platelets,Partly Cloudy,Returned - Weather,18
FLT-00391,ZIP-15,BAT-1734,2023-12-23 17:24:45,87.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,862,Whole Blood,Partly Cloudy,Delivered,19
FLT-00392,ZIP-26,BAT-1113,2023-08-17 01:35:37,38.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,947,Whole Blood,Partly Cloudy,Partial Delivery,41
FLT-00393,ZIP-20,BAT-1309,2023-09-15 09:35:16,138.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,479,Packed Red Cells,Clear,Delivered,64
FLT-00394,ZIP-27,BAT-1724,2023-11-04 18:30:26,102.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1620,Fresh Frozen Plasma,Light Rain,Returned - Technical,32
FLT-00395,ZIP-14,BAT-1301,2023-08-17 23:24:47,141.4,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,563,Whole Blood,Light Rain,Delivered,62
FLT-00396,ZIP-29,BAT-1325,2023-06-02 07:59:23,116.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,652,Whole Blood,Foggy,Returned - Weather,49
FLT-00397,ZIP-15,BAT-1327,2023-05-09 20:42:48,38.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1502,Whole Blood,Partly Cloudy,Delivered,70
FLT-00398,ZIP-18,BAT-1011,2023-09-18 11:04:53,140.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,629,Packed Red Cells,Overcast,Delivered,62
FLT-00399,ZIP-11,BAT-1001,2023-05-17 08:43:16,23.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,990,Platelets,Clear,Returned - Technical,64
FLT-00400,ZIP-13,BAT-1384,2023-03-06 20:23:11,104.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1181,Packed Red Cells,Light Rain,Delivered,28
FLT-00401,ZIP-20,BAT-1020,2023-01-29 21:01:16,104.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,734,Whole Blood,Clear,Delivered,22
FLT-00402,ZIP-27,BAT-1076,2023-03-08 07:29:43,89.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,390,Fresh Frozen Plasma,Partly Cloudy,Returned - Technical,56
FLT-00403,ZIP-30,BAT-1965,2023-12-14 03:28:16,113.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,537,Platelets,Clear,Delivered,28
FLT-00404,ZIP-27,BAT-1713,2023-02-09 13:47:28,24.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1678,Fresh Frozen Plasma,Partly Cloudy,Delivered,60
FLT-00405,ZIP-27,BAT-1585,2023-04-26 17:58:29,84.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1205,Packed Red Cells,Clear,Delivered,21
FLT-00406,ZIP-30,BAT-1677,2023-01-02 17:33:49,86.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1429,Platelets,Overcast,Partial Delivery,30
FLT-00407,ZIP-13,BAT-1484,2023-01-11 05:52:26,23.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,831,Platelets,Overcast,Delivered,48
FLT-00408,ZIP-22,BAT-1557,2023-12-14 18:51:45,103.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,578,Fresh Frozen Plasma,Clear,Returned - Technical,42
FLT-00409,ZIP-18,BAT-1476,2023-03-14 17:04:44,86.2,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,663,Fresh Frozen Plasma,Overcast,Delivered,54
FLT-00410,ZIP-21,BAT-1684,2023-02-28 22:38:23,27.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1308,Platelets,Clear,Delivered,66
FLT-00411,ZIP-27,BAT-1988,2023-03-30 14:34:21,113.6,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1607,Platelets,Light Rain,Partial Delivery,54
FLT-00412,ZIP-28,BAT-1514,2023-07-05 05:05:10,35.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1258,Packed Red Cells,Light Rain,Partial Delivery,25
FLT-00413,ZIP-16,BAT-1827,2023-03-09 09:20:55,105.3,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,458,Whole Blood,Partly Cloudy,Delivered,45
FLT-00414,ZIP-18,BAT-1609,2023-09-23 13:11:27,25.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,854,Whole Blood,Partly Cloudy,Partial Delivery,23
FLT-00415,ZIP-26,BAT-1282,2023-08-05 07:41:24,100.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1138,Whole Blood,Overcast,Partial Delivery,68
FLT-00416,ZIP-28,BAT-1151,2023-08-31 05:19:14,139.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1404,Whole Blood,Light Rain,Delivered,24
FLT-00417,ZIP-21,BAT-1548,2023-10-30 23:52:59,110.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1041,Fresh Frozen Plasma,Overcast,Partial Delivery,42
FLT-00418,ZIP-14,BAT-1412,2023-07-08 19:58:41,139.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1466,Platelets,Light Rain,Returned - Weather,20
FLT-00419,ZIP-25,BAT-1763,2023-12-12 17:25:57,104.7,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,750,Fresh Frozen Plasma,Partly Cloudy,Delivered,19
FLT-00420,ZIP-25,BAT-1863,2023-11-14 16:35:20,89.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1625,Whole Blood,Overcast,Delivered,32
FLT-00421,ZIP-23,BAT-1275,2023-04-27 22:40:50,40.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1438,Whole Blood,Light Rain,Partial Delivery,30
FLT-00422,ZIP-21,BAT-1528,2023-03-24 08:18:08,105.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,315,Packed Red Cells,Light Rain,Returned - Technical,22
FLT-00423,ZIP-26,BAT-1871,2023-10-03 19:39:58,86.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1364,Whole Blood,Partly Cloudy,Partial Delivery,29
FLT-00424,ZIP-24,BAT-1033,2023-12-07 03:16:26,39.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,303,Fresh Frozen Plasma,Clear,Delivered,63
FLT-00425,ZIP-13,BAT-1945,2023-04-17 15:39:19,35.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1595,Whole Blood,Light Rain,Returned - Weather,33
FLT-00426,ZIP-28,BAT-1485,2023-07-10 01:49:21,87.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1329,Fresh Frozen Plasma,Partly Cloudy,Partial Delivery,40
FLT-00427,ZIP-22,BAT-1028,2023-11-22 13:29:56,39.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,301,Packed Red Cells,Clear,Delivered,72
FLT-00428,ZIP-16,BAT-1230,2023-10-31 02:32:37,116.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,751,Platelets,Partly Cloudy,Returned - Technical,50
FLT-00429,ZIP-14,BAT-1933,2023-12-03 00:56:06,27.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1525,Packed Red Cells,Clear,Delivered,56
FLT-00430,ZIP-30,BAT-1990,2023-03-29 03:41:16,23.6,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,763,Platelets,Overcast,Returned - Technical,42
FLT-00431,ZIP-29,BAT-1844,2023-06-28 12:10:17,84.6,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1013,Whole Blood,Light Rain,Delivered,18
FLT-00432,ZIP-29,BAT-1662,2023-09-15 11:36:00,116.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1447,Fresh Frozen Plasma,Overcast,Returned - Weather,37
FLT-00433,ZIP-20,BAT-1655,2023-02-12 05:36:26,138.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,767,Fresh Frozen Plasma,Overcast,Delivered,59
FLT-00434,ZIP-17,BAT-1529,2023-12-13 19:31:35,140.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,316,Platelets,Partly Cloudy,Delivered,60
FLT-00435,ZIP-19,BAT-1509,2023-09-22 15:06:12,83.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,731,Platelets,Clear,Returned - Technical,43
FLT-00436,ZIP-17,BAT-1743,2023-10-14 08:50:27,98.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1605,Platelets,Foggy,Returned - Weather,60
FLT-00437,ZIP-27,BAT-1673,2023-07-17 06:31:01,85.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,570,Fresh Frozen Plasma,Partly Cloudy,Partial Delivery,24
FLT-00438,ZIP-20,BAT-1969,2023-02-19 22:31:32,103.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1540,Whole Blood,Foggy,Partial Delivery,32
FLT-00439,ZIP-20,BAT-1807,2023-03-28 23:34:01,88.6,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,961,Fresh Frozen Plasma,Overcast,Delivered,55
FLT-00440,ZIP-28,BAT-1597,2023-06-30 08:33:44,89.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1471,Whole Blood,Light Rain,Delivered,48
FLT-00441,ZIP-14,BAT-1055,2023-07-14 14:47:14,33.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,481,Packed Red Cells,Light Rain,Returned - Weather,39
FLT-00442,ZIP-15,BAT-1732,2023-08-10 09:13:33,104.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1795,Whole Blood,Light Rain,Delivered,49
FLT-00443,ZIP-10,BAT-1059,2023-09-03 07:39:06,90.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1125,Fresh Frozen Plasma,Overcast,Returned - Technical,31
FLT-00444,ZIP-14,BAT-1090,2023-08-13 01:18:31,38.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1458,Platelets,Light Rain,Partial Delivery,58
FLT-00445,ZIP-16,BAT-1546,2023-06-06 21:53:59,101.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1696,Fresh Frozen Plasma,Light Rain,Returned - Weather,18
FLT-00446,ZIP-10,BAT-1692,2023-10-22 04:19:55,89.3,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1483,Packed Red Cells,Partly Cloudy,Delivered,32
FLT-00447,ZIP-26,BAT-1392,2023-12-07 20:05:38,137.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1405,Fresh Frozen Plasma,Partly Cloudy,Delivered,28
