flight_id,timestamp,latitude,longitude,altitude_m,speed_mps,step
FLT-00018,2023-07-10 01:06:07,-2.38084,29.685088,118.7,22.85,116
FLT-00018,2023-07-10 01:06:37,-2.373815,29.684402,115.9,23.62,117
FLT-00018,2023-07-10 01:07:07,-2.369008,29.681848,121.9,22.59,118
FLT-00018,2023-07-10 01:07:37,-2.362771,29.681726,120.7,22.38,119
FLT-00018,2023-07-10 01:08:07,-2.356652,29.67869,121.0,18.45,120
FLT-00018,2023-07-10 01:08:37,-2.350173,29.68025,123.0,18.52,121
FLT-00018,2023-07-10 01:09:07,-2.343744,29.677362,122.4,21.1,122
FLT-00018,2023-07-10 01:09:37,-2.337953,29.676734,121.0,22.56,123
FLT-00018,2023-07-10 01:10:07,-2.332172,29.676353,117.9,21.31,124
FLT-00018,2023-07-10 01:10:37,-2.325578,29.672238,118.9,23.08,125
FLT-00018,2023-07-10 01:11:07,-2.318853,29.672854,120.9,21.22,126
FLT-00018,2023-07-10 01:11:37,-2.313143,29.669705,120.0,20.98,127
FLT-00018,2023-07-10 01:12:07,-2.306999,29.667758,115.2,22.62,128
FLT-00018,2023-07-10 01:12:37,-2.303041,29.666657,118.3,21.07,129
FLT-00018,2023-07-10 01:13:07,-2.295019,29.667977,119.6,24.9,130
FLT-00018,2023-07-10 01:13:37,-2.288059,29.665468,121.3,23.41,131
FLT-00018,2023-07-10 01:14:07,-2.28195,29.662496,118.8,21.74,132
FLT-00018,2023-07-10 01:14:37,-2.27979,29.663545,124.5,22.36,133
FLT-00018,2023-07-10 01:15:07,-2.271846,29.660293,120.3,22.72,134
FLT-00018,2023-07-10 01:15:37,-2.264333,29.659708,122.5,24.3,135
FLT-00018,2023-07-10 01:16:07,-2.2595,29.657474,120.4,20.89,136
FLT-00018,2023-07-10 01:16:37,-2.254299,29.655307,124.9,22.53,137
FLT-00018,2023-07-10 01:17:07,-2.246689,29.655543,122.1,21.82,138
FLT-00018,2023-07-10 01:17:37,-2.23997,29.652931,114.7,22.3,139
FLT-00018,2023-07-10 01:18:07,-2.234045,29.65182,120.7,20.83,140
FLT-00018,2023-07-10 01:18:37,-2.228181,29.649503,119.5,21.4,141
FLT-00018,2023-07-10 01:19:07,-2.222339,29.649353,116.3,22.82,142
FLT-00018,2023-07-10 01:19:37,-2.213525,29.648544,121.1,21.64,143
FLT-00018,2023-07-10 01:20:07,-2.212779,29.647973,115.8,20.88,144
FLT-00018,2023-07-10 01:20:37,-2.204729,29.644611,125.8,22.45,145
FLT-00018,2023-07-10 01:21:07,-2.19971,29.641673,120.7,21.74,146
FLT-00018,2023-07-10 01:21:37,-2.194243,29.641791,117.3,22.77,147
FLT-00018,2023-07-10 01:22:07,-2.184699,29.642241,125.0,21.99,148
FLT-00018,2023-07-10 01:22:37,-2.179018,29.639925,122.4,22.31,149
FLT-00018,2023-07-10 01:23:07,-2.172817,29.639241,121.1,23.69,150
FLT-00018,2023-07-10 01:23:37,-2.168189,29.635594,114.1,20.96,151
FLT-00018,2023-07-10 01:24:07,-2.161402,29.635058,121.0,23.49,152
FLT-00018,2023-07-10 01:24:37,-2.156462,29.632444,118.4,20.48,153
FLT-00018,2023-07-10 01:25:07,-2.148725,29.631748,121.0,23.81,154
FLT-00018,2023-07-10 01:25:37,-2.143081,29.631153,114.1,22.36,155
FLT-00018,2023-07-10 01:26:07,-2.136528,29.62824,124.6,24.04,156
FLT-00018,2023-07-10 01:26:37,-2.131692,29.627563,117.2,18.88,157
FLT-00018,2023-07-10 01:27:07,-2.124356,29.623534,118.9,23.58,158
FLT-00018,2023-07-10 01:27:37,-2.119264,29.624741,123.5,21.22,159
FLT-00018,2023-07-10 01:28:07,-2.114067,29.623082,124.2,23.96,160
FLT-00018,2023-07-10 01:28:37,-2.108911,29.62271,117.3,24.99,161
FLT-00018,2023-07-10 01:29:07,-2.10112,29.620781,121.9,21.55,162
FLT-00018,2023-07-10 01:29:37,-2.097212,29.620286,118.0,23.08,163
FLT-00018,2023-07-10 01:30:07,-2.088949,29.617617,123.4,22.83,164
FLT-00018,2023-07-10 01:30:37,-2.083031,29.616638,118.3,21.04,165
FLT-00019,2023-01-31 20:04:08,-2.081861,29.616431,116.2,23.81,0
FLT-00019,2023-01-31 20:04:38,-2.078125,29.620805,119.0,21.41,1
FLT-00019,2023-01-31 20:05:08,-2.074234,29.625225,119.7,21.4,2
FLT-00019,2023-01-31 20:05:38,-2.070061,29.6298,116.2,23.17,3
FLT-00019,2023-01-31 20:06:08,-2.064409,29.633002,123.5,22.77,4
FLT-00019,2023-01-31 20:06:38,-2.060113,29.636414,121.9,21.99,5
FLT-00019,2023-01-31 20:07:08,-2.056816,29.639995,120.1,21.94,6
FLT-00019,2023-01-31 20:07:38,-2.051884,29.644862,119.8,21.46,7
FLT-00019,2023-01-31 20:08:08,-2.047119,29.648299,116.6,20.81,8
FLT-00019,2023-01-31 20:08:38,-2.044405,29.6534,118.1,23.16,9
FLT-00019,2023-01-31 20:09:08,-2.0379,29.659069,122.0,21.67,10
FLT-00019,2023-01-31 20:09:38,-2.032175,29.66225,116.4,20.86,11
FLT-00019,2023-01-31 20:10:08,-2.028636,29.664958,117.4,23.81,12
FLT-00019,2023-01-31 20:10:38,-2.024718,29.670676,120.4,20.76,13
FLT-00019,2023-01-31 20:11:08,-2.017512,29.676654,115.4,22.77,14
FLT-00019,2023-01-31 20:11:38,-2.015762,29.678617,122.9,23.62,15
FLT-00019,2023-01-31 20:12:08,-2.01043,29.682582,119.7,22.13,16
FLT-00019,2023-01-31 20:12:38,-2.005381,29.686605,117.0,27.34,17
FLT-00019,2023-01-31 20:13:08,-2.000681,29.690441,121.5,26.35,18
FLT-00019,2023-01-31 20:13:38,-1.997584,29.695784,125.8,21.28,19
FLT-00019,2023-01-31 20:14:08,-1.992094,29.700648,114.8,21.8,20
FLT-00019,2023-01-31 20:14:38,-1.987328,29.703062,128.3,21.17,21
FLT-00019,2023-01-31 20:15:08,-1.983906,29.707768,122.2,22.43,22
FLT-00019,2023-01-31 20:15:38,-1.976615,29.710925,116.3,22.16,23
FLT-00019,2023-01-31 20:16:08,-1.972689,29.71538,121.7,24.24,24
FLT-00019,2023-01-31 20:16:38,-1.967687,29.720839,119.1,21.31,25
FLT-00019,2023-01-31 20:17:08,-1.964225,29.723992,120.8,22.78,26
FLT-00019,2023-01-31 20:17:38,-1.959208,29.727726,119.2,22.77,27
FLT-00019,2023-01-31 20:18:08,-1.95391,29.735843,117.9,21.32,28
FLT-00019,2023-01-31 20:18:38,-1.95044,29.735882,119.4,20.11,29
FLT-00019,2023-01-31 20:19:08,-1.948035,29.740519,120.9,25.12,30
FLT-00019,2023-01-31 20:19:38,-1.94135,29.744393,120.1,24.22,31
FLT-00019,2023-01-31 20:20:08,-1.936071,29.746063,119.0,23.21,32
FLT-00019,2023-01-31 20:20:38,-1.932414,29.751253,123.1,24.03,33
FLT-00019,2023-01-31 20:21:08,-1.92857,29.756325,122.4,19.64,34
FLT-00019,2023-01-31 20:21:38,-1.923944,29.760729,118.6,19.89,35
FLT-00019,2023-01-31 20:22:08,-1.917689,29.764301,124.9,22.64,36
FLT-00019,2023-01-31 20:22:38,-1.914591,29.768718,120.5,21.88,37
FLT-00019,2023-01-31 20:23:08,-1.907879,29.773802,122.0,22.74,38
FLT-00019,2023-01-31 20:23:38,-1.903614,29.775195,120.1,22.6,39
FLT-00019,2023-01-31 20:24:08,-1.901491,29.782547,120.8,20.25,40
FLT-00019,2023-01-31 20:24:38,-1.894168,29.783914,119.7,23.68,41
FLT-00019,2023-01-31 20:25:08,-1.892448,29.789892,119.5,19.9,42
FLT-00019,2023-01-31 20:25:38,-1.887543,29.793218,117.2,20.26,43
FLT-00019,2023-01-31 20:26:08,-1.881751,29.797205,116.2,23.66,44
FLT-00019,2023-01-31 20:26:38,-1.880029,29.801663,115.1,18.93,45
FLT-00019,2023-01-31 20:27:08,-1.873586,29.805104,115.2,21.07,46
FLT-00019,2023-01-31 20:27:38,-1.868912,29.809457,121.9,20.13,47
FLT-00019,2023-01-31 20:28:08,-1.863225,29.81335,125.9,20.64,48
FLT-00019,2023-01-31 20:28:38,-1.859112,29.817157,117.7,21.4,49
FLT-00019,2023-01-31 20:29:08,-1.855425,29.822948,118.0,23.45,50
FLT-00019,2023-01-31 20:29:38,-1.851328,29.827227,119.8,21.71,51
FLT-00019,2023-01-31 20:30:08,-1.845818,29.829757,120.1,21.97,52
FLT-00019,2023-01-31 20:30:38,-1.84355,29.835767,119.1,21.81,53
FLT-00019,2023-01-31 20:31:08,-1.837354,29.84064,114.7,21.67,54
FLT-00019,2023-01-31 20:31:38,-1.833037,29.843146,119.6,20.53,55
FLT-00019,2023-01-31 20:32:08,-1.828243,29.847193,117.7,22.35,56
FLT-00019,2023-01-31 20:32:38,-1.823305,29.851049,118.7,22.5,57
FLT-00019,2023-01-31 20:33:08,-1.820422,29.856227,116.7,22.94,58
FLT-00019,2023-01-31 20:33:38,-1.81454,29.861207,122.6,22.51,59
FLT-00019,2023-01-31 20:34:08,-1.810119,29.862377,121.6,24.26,60
FLT-00019,2023-01-31 20:34:38,-1.805203,29.866991,117.7,21.02,61
FLT-00019,2023-01-31 20:35:08,-1.80033,29.872596,123.1,19.46,62
FLT-00019,2023-01-31 20:35:38,-1.794865,29.877236,121.4,20.29,63
FLT-00019,2023-01-31 20:36:08,-1.791398,29.879052,121.4,22.88,64
FLT-00019,2023-01-31 20:36:38,-1.786217,29.884989,120.3,20.81,65
FLT-00019,2023-01-31 20:37:08,-1.782428,29.88808,122.1,22.86,66
FLT-00019,2023-01-31 20:37:38,-1.777321,29.894074,117.8,21.21,67
FLT-00019,2023-01-31 20:38:08,-1.77338,29.897095,122.3,20.36,68
FLT-00019,2023-01-31 20:38:38,-1.767623,29.900373,114.5,22.02,69
FLT-00019,2023-01-31 20:39:08,-1.762862,29.904447,119.3,22.39,70
FLT-00019,2023-01-31 20:39:38,-1.758407,29.908467,117.7,20.26,71
FLT-00019,2023-01-31 20:40:08,-1.755243,29.913742,115.6,24.69,72
FLT-00019,2023-01-31 20:40:38,-1.749456,29.915981,114.7,21.36,73
FLT-00019,2023-01-31 20:41:08,-1.746108,29.920696,118.8,25.25,74
FLT-00019,2023-01-31 20:41:38,-1.740152,29.925742,122.5,24.84,75
FLT-00019,2023-01-31 20:42:08,-1.736591,29.928736,121.9,23.45,76
FLT-00019,2023-01-31 20:42:38,-1.730411,29.93273,120.3,21.69,77
FLT-00019,2023-01-31 20:43:08,-1.726182,29.937829,121.7,21.59,78
FLT-00019,2023-01-31 20:43:38,-1.721457,29.942392,114.6,20.27,79
FLT-00019,2023-01-31 20:44:08,-1.718511,29.945929,123.6,19.79,80
FLT-00019,2023-01-31 20:44:38,-1.715763,29.951353,122.1,19.73,81
FLT-00019,2023-01-31 20:45:08,-1.708371,29.953595,120.2,22.87,82
FLT-00019,2023-01-31 20:45:38,-1.703122,29.958141,122.6,21.46,83
FLT-00019,2023-01-31 20:46:08,-1.699618,29.962184,123.3,23.12,84
FLT-00019,2023-01-31 20:46:38,-1.694591,29.966473,120.1,23.45,85
FLT-00019,2023-01-31 20:47:08,-1.690399,29.97147,120.9,22.27,86
FLT-00019,2023-01-31 20:47:38,-1.685844,29.974309,118.9,19.9,87
FLT-00019,2023-01-31 20:48:08,-1.682354,29.978756,121.1,23.25,88
FLT-00019,2023-01-31 20:48:38,-1.67723,29.980985,119.7,21.48,89
FLT-00019,2023-01-31 20:49:08,-1.6724,29.98563,119.8,21.94,90
FLT-00019,2023-01-31 20:49:38,-1.671064,29.991753,120.6,21.23,91
FLT-00019,2023-01-31 20:50:08,-1.661431,29.994787,117.0,24.25,92
FLT-00019,2023-01-31 20:50:38,-1.658305,30.000505,122.6,22.74,93
FLT-00019,2023-01-31 20:51:08,-1.654855,30.002197,121.0,19.49,94
FLT-00019,2023-01-31 20:51:38,-1.649721,30.00806,117.7,22.45,95
FLT-00019,2023-01-31 20:52:08,-1.644939,30.011381,119.7,19.93,96
FLT-00019,2023-01-31 20:52:38,-1.6395,30.015014,118.0,19.91,97
FLT-00019,2023-01-31 20:53:08,-1.635487,30.019689,116.6,22.53,98
FLT-00019,2023-01-31 20:53:38,-1.629698,30.023246,118.5,23.16,99
FLT-00019,2023-01-31 20:54:08,-1.627462,30.026444,120.1,21.44,100
FLT-00019,2023-01-31 20:54:38,-1.620822,30.031985,114.7,21.08,101
FLT-00019,2023-01-31 20:55:08,-1.618227,30.034966,124.2,22.75,102
FLT-00019,2023-01-31 20:55:38,-1.612571,30.038648,121.3,22.94,103
FLT-00019,2023-01-31 20:56:08,-1.608865,30.04321,116.8,20.39,104
FLT-00019,2023-01-31 20:56:38,-1.604771,30.04856,121.9,20.11,105
FLT-00019,2023-01-31 20:57:08,-1.59907,30.053038,122.6,23.85,106
FLT-00019,2023-01-31 20:57:38,-1.594045,30.057081,123.4,24.5,107
FLT-00019,2023-01-31 20:58:08,-1.591176,30.061518,119.2,19.87,108
FLT-00019,2023-01-31 20:58:38,-1.586059,30.065167,118.8,22.01,109
FLT-00019,2023-01-31 20:59:08,-1.58481,30.06352,120.3,22.4,110
FLT-00019,2023-01-31 20:59:38,-1.589454,30.060255,122.5,19.74,111
FLT-00019,2023-01-31 21:00:08,-1.59467,30.058096,115.7,21.08,112
FLT-00019,2023-01-31 21:00:38,-1.598189,30.051206,121.5,22.37,113
FLT-00019,2023-01-31 21:01:08,-1.605097,30.048726,115.9,19.91,114
FLT-00019,2023-01-31 21:01:38,-1.608913,30.044566,124.9,21.54,115
FLT-00019,2023-01-31 21:02:08,-1.613734,30.039817,116.2,22.11,116
FLT-00019,2023-01-31 21:02:38,-1.617174,30.034767,119.4,22.48,117
FLT-00019,2023-01-31 21:03:08,-1.619996,30.031574,121.4,21.6,118
FLT-00019,2023-01-31 21:03:38,-1.625237,30.028629,119.6,21.68,119
FLT-00019,2023-01-31 21:04:08,-1.631956,30.024154,119.1,20.57,120
FLT-00019,2023-01-31 21:04:38,-1.635374,30.020433,120.6,20.98,121
FLT-00019,2023-01-31 21:05:08,-1.640102,30.015095,121.2,22.75,122
FLT-00019,2023-01-31 21:05:38,-1.645387,30.013573,121.0,24.68,123
FLT-00019,2023-01-31 21:06:08,-1.649493,30.00956,118.0,23.12,124
FLT-00019,2023-01-31 21:06:38,-1.653182,30.002583,117.0,22.3,125
FLT-00019,2023-01-31 21:07:08,-1.659819,29.998675,118.5,21.53,126
FLT-00019,2023-01-31 21:07:38,-1.663531,29.996553,119.3,23.4,127
FLT-00019,2023-01-31 21:08:08,-1.667152,29.99126,118.2,21.07,128
FLT-00019,2023-01-31 21:08:38,-1.671071,29.986225,123.1,21.71,129
FLT-00019,2023-01-31 21:09:08,-1.678613,29.983994,121.1,21.35,130
FLT-00019,2023-01-31 21:09:38,-1.682416,29.976573,120.5,19.51,131
FLT-00019,2023-01-31 21:10:08,-1.68492,29.973126,123.1,25.26,132
FLT-00019,2023-01-31 21:10:38,-1.690707,29.968572,117.0,20.7,133
FLT-00019,2023-01-31 21:11:08,-1.694845,29.967499,119.8,22.81,134
FLT-00019,2023-01-31 21:11:38,-1.69941,29.96226,115.2,23.01,135
FLT-00019,2023-01-31 21:12:08,-1.704369,29.957864,121.2,22.79,136
FLT-00019,2023-01-31 21:12:38,-1.708,29.952993,124.6,21.77,137
FLT-00019,2023-01-31 21:13:08,-1.71253,29.948401,119.2,20.83,138
FLT-00019,2023-01-31 21:13:38,-1.718657,29.946431,114.6,20.78,139
FLT-00019,2023-01-31 21:14:08,-1.722245,29.941734,115.4,21.71,140
FLT-00019,2023-01-31 21:14:38,-1.726926,29.937319,120.5,24.05,141
FLT-00019,2023-01-31 21:15:08,-1.731147,29.933759,114.6,21.02,142
FLT-00019,2023-01-31 21:15:38,-1.73399,29.928188,120.3,21.03,143
FLT-00019,2023-01-31 21:16:08,-1.742097,29.923289,117.6,18.79,144
FLT-00019,2023-01-31 21:16:38,-1.745652,29.920058,126.2,23.33,145
FLT-00019,2023-01-31 21:17:08,-1.751666,29.916826,117.2,22.51,146
FLT-00019,2023-01-31 21:17:38,-1.75512,29.912979,123.8,24.31,147
FLT-00019,2023-01-31 21:18:08,-1.757897,29.908325,120.4,22.7,148
FLT-00019,2023-01-31 21:18:38,-1.761598,29.904221,120.3,21.69,149
FLT-00019,2023-01-31 21:19:08,-1.767931,29.900162,123.4,20.54,150
FLT-00019,2023-01-31 21:19:38,-1.773384,29.898311,123.9,23.97,151
FLT-00019,2023-01-31 21:20:08,-1.77707,29.890045,122.7,26.52,152
FLT-00019,2023-01-31 21:20:38,-1.781476,29.889824,118.7,20.69,153
FLT-00019,2023-01-31 21:21:08,-1.785368,29.883433,124.3,21.13,154
FLT-00019,2023-01-31 21:21:38,-1.79199,29.878992,119.9,21.37,155
FLT-00019,2023-01-31 21:22:08,-1.795593,29.875732,117.7,23.94,156
FLT-00019,2023-01-31 21:22:38,-1.800839,29.870985,113.9,23.33,157
FLT-00019,2023-01-31 21:23:08,-1.8039,29.868339,117.9,23.14,158
FLT-00019,2023-01-31 21:23:38,-1.811051,29.862487,121.5,22.63,159
FLT-00019,2023-01-31 21:24:08,-1.813963,29.860124,124.4,19.57,160
FLT-00019,2023-01-31 21:24:38,-1.817582,29.854647,123.6,18.47,161
FLT-00019,2023-01-31 21:25:08,-1.822743,29.850662,122.0,21.26,162
FLT-00019,2023-01-31 21:25:38,-1.826882,29.847422,123.8,20.6,163
FLT-00019,2023-01-31 21:26:08,-1.831028,29.841846,119.1,21.88,164
FLT-00019,2023-01-31 21:26:38,-1.835172,29.838131,115.5,20.82,165
FLT-00019,2023-01-31 21:27:08,-1.841367,29.833691,119.3,21.59,166
FLT-00019,2023-01-31 21:27:38,-1.845167,29.830679,118.3,23.2,167
FLT-00019,2023-01-31 21:28:08,-1.85082,29.826267,120.6,23.31,168
FLT-00019,2023-01-31 21:28:38,-1.856433,29.821975,119.3,24.14,169
FLT-00019,2023-01-31 21:29:08,-1.860651,29.818227,119.4,22.38,170
FLT-00019,2023-01-31 21:29:38,-1.862744,29.814333,122.4,22.92,171
FLT-00019,2023-01-31 21:30:08,-1.867798,29.809441,116.7,22.56,172
FLT-00019,2023-01-31 21:30:38,-1.872749,29.804585,127.5,22.86,173
FLT-00019,2023-01-31 21:31:08,-1.878272,29.801267,113.6,22.77,174
FLT-00019,2023-01-31 21:31:38,-1.880682,29.798806,116.2,21.67,175
FLT-00019,2023-01-31 21:32:08,-1.887286,29.792312,121.1,22.4,176
FLT-00019,2023-01-31 21:32:38,-1.893044,29.791015,115.2,23.23,177
FLT-00019,2023-01-31 21:33:08,-1.895601,29.785125,116.9,21.29,178
FLT-00019,2023-01-31 21:33:38,-1.900125,29.780147,115.8,20.87,179
FLT-00019,2023-01-31 21:34:08,-1.90502,29.77761,117.1,22.88,180
FLT-00019,2023-01-31 21:34:38,-1.908934,29.773092,127.8,22.7,181
FLT-00019,2023-01-31 21:35:08,-1.915295,29.768536,119.8,24.15,182
FLT-00019,2023-01-31 21:35:38,-1.918073,29.765023,117.8,24.08,183
FLT-00019,2023-01-31 21:36:08,-1.924205,29.760324,128.5,20.68,184
FLT-00019,2023-01-31 21:36:38,-1.92923,29.755791,120.1,21.11,185
FLT-00019,2023-01-31 21:37:08,-1.932069,29.753167,122.1,23.31,186
FLT-00019,2023-01-31 21:37:38,-1.936989,29.747076,119.0,21.8,187
FLT-00019,2023-01-31 21:38:08,-1.942634,29.745704,122.9,21.32,188
FLT-00019,2023-01-31 21:38:38,-1.948321,29.740179,126.1,22.08,189
FLT-00019,2023-01-31 21:39:08,-1.950711,29.736426,118.0,21.9,190
FLT-00019,2023-01-31 21:39:38,-1.954541,29.731119,117.1,22.19,191
FLT-00019,2023-01-31 21:40:08,-1.961538,29.726656,120.5,23.29,192
FLT-00019,2023-01-31 21:40:38,-1.96576,29.722158,119.6,21.13,193
FLT-00019,2023-01-31 21:41:08,-1.968295,29.720298,123.0,21.45,194
FLT-00019,2023-01-31 21:41:38,-1.973619,29.715312,114.7,21.24,195
FLT-00019,2023-01-31 21:42:08,-1.978162,29.711176,125.9,20.29,196
FLT-00019,2023-01-31 21:42:38,-1.981712,29.708243,123.3,22.08,197
FLT-00019,2023-01-31 21:43:08,-1.986806,29.70188,119.6,21.12,198
FLT-00019,2023-01-31 21:43:38,-1.993105,29.699007,115.2,22.68,199
FLT-00019,2023-01-31 21:44:08,-1.996524,29.694275,120.2,20.75,200
FLT-00019,2023-01-31 21:44:38,-2.001754,29.692068,116.5,22.21,201
FLT-00019,2023-01-31 21:45:08,-2.005711,29.686593,119.7,21.88,202
FLT-00019,2023-01-31 21:45:38,-2.009771,29.682144,121.6,22.25,203
FLT-00019,2023-01-31 21:46:08,-2.014462,29.677914,119.3,23.19,204
FLT-00019,2023-01-31 21:46:38,-2.01906,29.675706,124.7,22.79,205
FLT-00019,2023-01-31 21:47:08,-2.025786,29.670318,115.4,18.28,206
FLT-00019,2023-01-31 21:47:38,-2.027351,29.666788,124.3,20.96,207
FLT-00019,2023-01-31 21:48:08,-2.033526,29.662129,116.3,20.98,208
FLT-00019,2023-01-31 21:48:38,-2.036898,29.658395,117.9,21.11,209
FLT-00019,2023-01-31 21:49:08,-2.043583,29.654704,119.3,22.24,210
FLT-00019,2023-01-31 21:49:38,-2.047939,29.648617,117.8,21.84,211
FLT-00019,2023-01-31 21:50:08,-2.05152,29.646232,124.7,22.26,212
FLT-00019,2023-01-31 21:50:38,-2.054552,29.643275,123.9,18.95,213
FLT-00019,2023-01-31 21:51:08,-2.059495,29.637165,119.5,21.04,214
FLT-00019,2023-01-31 21:51:38,-2.065682,29.633309,119.5,21.26,215
FLT-00019,2023-01-31 21:52:08,-2.069263,29.629238,119.5,26.31,216
FLT-00019,2023-01-31 21:52:38,-2.074487,29.623858,118.4,22.94,217
FLT-00019,2023-01-31 21:53:08,-2.079228,29.619887,120.2,20.65,218
FLT-00019,2023-01-31 21:53:38,-2.082981,29.615409,126.3,23.79,219
FLT-00020,2023-07-04 19:57:10,-2.081786,29.61706,122.9,22.41,0
FLT-00020,2023-07-04 19:57:40,-2.082092,29.621926,123.5,22.1,1
FLT-00020,2023-07-04 19:58:10,-2.080815,29.628854,118.2,21.55,2
FLT-00020,2023-07-04 19:58:40,-2.080576,29.635013,118.3,23.42,3
FLT-00020,2023-07-04 19:59:10,-2.081398,29.638943,120.5,23.22,4
FLT-00020,2023-07-04 19:59:40,-2.079304,29.645351,118.7,22.03,5
FLT-00020,2023-07-04 20:00:10,-2.077372,29.651837,116.8,23.12,6
FLT-00020,2023-07-04 20:00:40,-2.076343,29.655918,124.6,21.56,7
FLT-00020,2023-07-04 20:01:10,-2.073242,29.661215,118.1,22.8,8
FLT-00020,2023-07-04 20:01:40,-2.073982,29.666682,122.0,22.15,9
FLT-00020,2023-07-04 20:02:10,-2.071659,29.67314,118.1,19.41,10
FLT-00020,2023-07-04 20:02:40,-2.073807,29.680258,120.3,21.18,11
FLT-00020,2023-07-04 20:03:10,-2.072778,29.686028,122.5,20.44,12
FLT-00020,2023-07-04 20:03:40,-2.070339,29.692579,118.8,20.91,13
FLT-00020,2023-07-04 20:04:10,-2.069947,29.696992,123.3,20.47,14
FLT-00020,2023-07-04 20:04:40,-2.068475,29.703633,119.3,21.45,15
FLT-00020,2023-07-04 20:05:10,-2.06882,29.707546,121.3,22.07,16
FLT-00020,2023-07-04 20:05:40,-2.065713,29.714376,119.0,24.75,17
FLT-00020,2023-07-04 20:06:10,-2.066955,29.719863,121.9,21.71,18
FLT-00020,2023-07-04 20:06:40,-2.064179,29.726085,118.6,17.58,19
FLT-00020,2023-07-04 20:07:10,-2.065038,29.732255,118.8,21.13,20
FLT-00020,2023-07-04 20:07:40,-2.065039,29.736059,124.4,20.34,21
FLT-00020,2023-07-04 20:08:10,-2.062427,29.742956,119.3,20.03,22
FLT-00020,2023-07-04 20:08:40,-2.063111,29.748281,120.4,23.89,23
FLT-00020,2023-07-04 20:09:10,-2.062447,29.75402,120.9,20.8,24
FLT-00020,2023-07-04 20:09:40,-2.058743,29.757626,122.0,23.91,25
FLT-00020,2023-07-04 20:10:10,-2.058121,29.765405,121.0,21.84,26
FLT-00020,2023-07-04 20:10:40,-2.060349,29.770774,120.2,19.9,27
FLT-00020,2023-07-04 20:11:10,-2.055549,29.777667,122.2,22.36,28
FLT-00020,2023-07-04 20:11:40,-2.055974,29.78395,118.0,22.51,29
FLT-00020,2023-07-04 20:12:10,-2.055768,29.788919,120.6,21.83,30
FLT-00020,2023-07-04 20:12:40,-2.054201,29.793944,124.5,21.79,31
FLT-00020,2023-07-04 20:13:10,-2.053701,29.800237,123.6,19.6,32
FLT-00020,2023-07-04 20:13:40,-2.053995,29.805046,126.7,19.39,33
FLT-00020,2023-07-04 20:14:10,-2.051263,29.809615,124.6,19.62,34
FLT-00020,2023-07-04 20:14:40,-2.049971,29.820387,120.8,21.51,35
FLT-00020,2023-07-04 20:15:10,-2.048125,29.822805,124.2,21.26,36
FLT-00020,2023-07-04 20:15:40,-2.048696,29.8286,117.3,20.85,37
FLT-00020,2023-07-04 20:16:10,-2.047435,29.835502,111.7,21.9,38
FLT-00020,2023-07-04 20:16:40,-2.04572,29.840933,121.8,22.91,39
FLT-00020,2023-07-04 20:17:10,-2.046561,29.844736,117.0,22.25,40
FLT-00020,2023-07-04 20:17:40,-2.044002,29.850559,120.1,21.3,41
FLT-00020,2023-07-04 20:18:10,-2.043609,29.856406,119.5,21.37,42
FLT-00020,2023-07-04 20:18:40,-2.044083,29.863143,123.5,20.69,43
FLT-00020,2023-07-04 20:19:10,-2.04457,29.868175,118.1,22.59,44
FLT-00020,2023-07-04 20:19:40,-2.043295,29.87397,119.7,21.71,45
FLT-00020,2023-07-04 20:20:10,-2.040404,29.879308,120.7,19.88,46
FLT-00020,2023-07-04 20:20:40,-2.040316,29.886287,118.4,21.48,47
FLT-00020,2023-07-04 20:21:10,-2.039386,29.892213,121.8,20.42,48
FLT-00020,2023-07-04 20:21:40,-2.038845,29.896847,117.1,22.49,49
FLT-00020,2023-07-04 20:22:10,-2.033659,29.902286,119.1,22.86,50
FLT-00020,2023-07-04 20:22:40,-2.034416,29.908279,122.9,20.83,51
FLT-00020,2023-07-04 20:23:10,-2.035521,29.91398,118.0,21.46,52
FLT-00020,2023-07-04 20:23:40,-2.034235,29.921545,121.8,23.03,53
FLT-00020,2023-07-04 20:24:10,-2.033892,29.926312,112.6,23.64,54
FLT-00020,2023-07-04 20:24:40,-2.031348,29.93104,125.7,22.45,55
FLT-00020,2023-07-04 20:25:10,-2.030098,29.937106,120.0,21.67,56
FLT-00020,2023-07-04 20:25:40,-2.029599,29.943411,118.3,18.6,57
FLT-00020,2023-07-04 20:26:10,-2.028281,29.949832,124.1,20.36,58
FLT-00020,2023-07-04 20:26:40,-2.028717,29.955912,120.4,22.53,59
FLT-00020,2023-07-04 20:27:10,-2.026583,29.959334,122.7,21.56,60
FLT-00020,2023-07-04 20:27:40,-2.027669,29.967351,116.8,21.65,61
FLT-00020,2023-07-04 20:28:10,-2.026448,29.970452,118.9,23.48,62
FLT-00020,2023-07-04 20:28:40,-2.023005,29.978224,120.0,21.86,63
FLT-00020,2023-07-04 20:29:10,-2.024052,29.982982,116.5,20.8,64
FLT-00020,2023-07-04 20:29:40,-2.023574,29.989028,121.8,20.5,65
FLT-00020,2023-07-04 20:30:10,-2.023561,29.992514,117.0,20.46,66
FLT-00020,2023-07-04 20:30:40,-2.020426,29.999326,121.4,22.08,67
FLT-00020,2023-07-04 20:31:10,-2.019037,30.00574,124.3,22.18,68
FLT-00020,2023-07-04 20:31:40,-2.019843,30.01299,118.2,22.04,69
